,ID,Driveline,Engine Type,Transmission,Make
181,2011 Toyota Camry LE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
182,2011 Toyota Camry SE,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,6 Speed Manual,Toyota
183,2011 Toyota Camry SE AT,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,6 Speed Automatic Select Shift,Toyota
184,2011 Toyota Camry SE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
185,2011 Toyota Camry XLE,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6 Speed Automatic Select Shift,Toyota
186,2011 Toyota Camry XLE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
187,2012 Ford Focus S Sedan,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,5 Speed Manual,Ford
188,2012 Ford Focus SE Sedan,Front-wheel drive,Ford 2.0L 4 Cylinder 160 hp 146 ft-lbs,5 Speed Manual,Ford
189,2011 Ford Focus Sedan S,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
190,2011 Ford Focus Sedan S AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
191,2011 Ford Focus Sedan SE,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
192,2011 Ford Focus Sedan SE AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
193,2011 Ford Focus Sedan SES,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
194,2011 Ford Focus Sedan SES AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
195,2011 Ford Focus Sedan SEL,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
196,2010 Ford Focus Sedan S,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
197,2010 Ford Focus Sedan S AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
198,2010 Ford Focus Sedan SE,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
199,2010 Ford Focus Sedan SE AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
200,2010 Ford Focus Sedan SES,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
201,2010 Ford Focus Sedan SES AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
202,2010 Ford Focus Sedan SEL,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
203,2010 Ford Focus Sedan SEL AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
204,2011 Nissan Altima Coupe 2.5 S,Front-wheel drive,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,6 Speed Manual,Nissan
205,2011 Nissan Altima Coupe 3.5 SR,Front-wheel drive,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,6 Speed Manual,Nissan
206,2012 Volvo S80 T6 AWD,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,6 Speed Automatic Select Shift,Volvo
207,2012 Volvo S80 3.2,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,6 Speed Automatic Select Shift,Volvo
208,2012 Volvo XC60 T6 AWD R-Design,All-wheel drive,Volvo 3.0 L 6 Cylinder 325 HP 354 ft-lbs Turbo,6 Speed Automatic Select Shift,Volvo
209,2012 Volvo XC60 3.2,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,6 Speed Automatic Select Shift,Volvo
210,2012 Volvo XC60 T6 AWD,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,6 Speed Automatic Select Shift,Volvo
211,2012 Volvo XC70 T6 AWD,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,6 Speed Automatic Select Shift,Volvo
212,2012 Volvo XC70 3.2,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,6 Speed Automatic Select Shift,Volvo
213,2012 Volvo XC90 3.2,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,6 Speed Automatic Select Shift,Volvo
214,2012 Volvo XC90 3.2 R-Design,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,6 Speed Automatic Select Shift,Volvo
215,2010 Nissan Altima Coupe 2.5 S,Front-wheel drive,Nissan 2.5L 4 cylinder 175 hp 180 ft-lbs,6 Speed Manual,Nissan
216,2010 Nissan Altima Coupe 3.5 SR,Front-wheel drive,Nissan 3.5L 6 cylinder 270hp 258 ft-lbs,6 Speed Manual,Nissan
217,2010 Toyota Camry,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6 Speed Manual,Toyota
218,2010 Toyota Camry  AT,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6 Speed Automatic Select Shift,Toyota
219,2010 Toyota Camry LE,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6 Speed Manual,Toyota
220,2010 Toyota Camry LE AT,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6 Speed Automatic Select Shift,Toyota
221,2010 Toyota Camry LE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
222,2010 Toyota Camry SE,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,6 Speed Manual,Toyota
223,2010 Toyota Camry SE AT,Front-wheel drive,Toyota 2.5L 4 Cylinder 179 hp 171 ft-lbs,6 Speed Automatic Select Shift,Toyota
224,2010 Toyota Camry SE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
225,2010 Toyota Camry XLE,Front-wheel drive,Toyota 2.5L 4 Cylinder 169 hp 167 ft-lbs,6 Speed Automatic Select Shift,Toyota
226,2010 Toyota Camry XLE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 268 hp 248 ft-lbs,6 Speed Automatic Select Shift,Toyota
227,2010 Volvo XC90  R-Design,Front-wheel drive,Volvo 3.2L 6 Cylinder 235 hp 236 ft-lbs,6 Speed Automatic,Volvo
228,2011 Volvo XC90 R-Design,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,6 Speed Automatic,Volvo
229,2010 Volvo XC60 T6 R-Design,All-wheel drive,Volvo 3.0L 6 Cylinder 281 hp 295 ft-lbs Turbo,6 Speed Automatic,Volvo
230,2011 Volvo XC60 T6 R-Design,All-wheel drive,Volvo 3.0 L 6 Cylinder 300 HP 325 ft-lbs Turbo,6 Speed Automatic,Volvo
231,2011 Volvo XC60 3.2 R-Design,Front-wheel drive,Volvo 3.2 L 6 cylinder 240 hp 236 ft-lbs,6 Speed Automatic,Volvo
232,2010 Volvo V50 R-Design AT,All-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,5 Speed Automatic,Volvo
233,2011 Volvo V50 R-Design,Front-wheel drive,Volvo 2.5L 5 Cylinder 227 hp 236 ft-lbs Turbo,5 Speed Automatic,Volvo
234,2012 Bentley Continental GT,All-wheel drive,Bentley 6.0L 12 Cylinder 567 hp 516 ft-lbs FFV,6 Speed Automatic Select Shift,Bentley
235,2010 Bentley Continental GT,All-wheel drive,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,6 Speed Automatic,Bentley
236,2010 Bentley Continental GT Speed,All-wheel drive,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,6 Speed Automatic,Bentley
237,2010 Ford Focus Coupe SE,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
238,2010 Ford Focus Coupe SE AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
239,2010 Ford Focus Coupe SES,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,5 Speed Manual,Ford
240,2010 Ford Focus Coupe SES AT,Front-wheel drive,Ford 2.0L 4 Cylinder 140 hp 136 ft-lbs,4 Speed Automatic,Ford
241,2011 Bentley Continental GTC Speed,All-wheel drive,Bentley 6.0L 12 Cylinder 600 hp 553 ft-lbs FFV Turbo,6 Speed Automatic,Bentley
242,2010 Bentley Continental GTC Speed,All-wheel drive,Bentley 6.0L 12 cylinder 600hp 553 ft-lbs Turbo,6 Speed Automatic,Bentley
243,2010 Bentley Continental GTC,All-wheel drive,Bentley 6.0L 12 cylinder 552 hp 479 ft-lbs Turbo,6 Speed Automatic,Bentley
244,2010 Bentley Azure T,Rear-wheel drive,Bentley 6.8L 8 cylinder 500hp 738 ft-lbs Turbo,6 Speed Automatic,Bentley
245,2011 Toyota Corolla,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,5 Speed Manual,Toyota
246,2011 Toyota Corolla AT,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic Select Shift,Toyota
247,2011 Toyota Corolla LE,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic Select Shift,Toyota
248,2011 Toyota Corolla S,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,5 Speed Manual,Toyota
249,2011 Toyota Corolla S AT,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic Select Shift,Toyota
250,2010 Rolls-Royce Ghost,Rear-wheel drive,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,8 Speed Automatic Select Shift,Rolls-Royce
251,2011 Audi A5 Cabriolet 2.0 T Quattro,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8 Speed Automatic Select Shift,Audi
252,2010 Audi A5 Cabriolet 2.0 T Quattro,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,Audi
253,2010 Rolls-Royce Phantom Sedan,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
254,2010 Rolls-Royce Phantom Sedan EWB,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
255,2012 Audi A5 Coupe 2.0 T,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6 Speed Manual,Audi
256,2012 Audi A5 Coupe 2.0 T AT,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8 Speed Automatic Select Shift,Audi
257,2010 Rolls-Royce Phantom Coupe,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
258,2011 Audi A5 Coupe 2.0 T AT,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,8 Speed Automatic Select Shift,Audi
259,2011 Audi A5 Coupe 2.0 T,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6 Speed Manual,Audi
260,2010 Audi A5 Coupe 2.0 T,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6 Speed Manual,Audi
261,2010 Audi A5 Coupe 3.2,All-wheel drive,Audi 3.2L 6 cylinder 265hp 243 ft-lbs,6 Speed Automatic Select Shift,Audi
262,2010 Audi A5 Coupe 2.0 T AT,All-wheel drive,Audi 2.0L 4 cylinder 211 hp 258 ft-lbs Turbo,6 Speed Automatic Select Shift,Audi
263,2010 Rolls-Royce Phantom Drophead Coupe,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
264,2011 Rolls-Royce Ghost,Rear-wheel drive,Rolls-Royce 6.6L 12 Cylinder 563 hp 575 ft-lbs,8 Speed Automatic Select Shift,Rolls-Royce
265,2010 Honda Accord EX-L V-6 Sedan,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
266,2011 Rolls-Royce Phantom Sedan,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
267,2011 Honda Accord LX Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Manual,Honda
268,2011 Honda Accord LX Sedan AT,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Automatic,Honda
269,2011 Honda Accord LX-P Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Automatic,Honda
270,2011 Honda Accord SE Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 177 hp 161 ft-lbs,5 Speed Automatic,Honda
271,2011 Honda Accord EX Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Manual,Honda
272,2011 Honda Accord EX Sedan AT,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Automatic,Honda
273,2011 Honda Accord EX V-6 Sedan,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
274,2011 Honda Accord EX-L Sedan,Front-wheel drive,Honda 2.4L 4 cylinder 190 hp 162 ft-lbs,5 Speed Automatic,Honda
275,2011 Honda Accord EX-L V-6 Sedan,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
276,2011 Rolls-Royce Phantom Sedan EWB,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
277,2011 Rolls-Royce Phantom Coupe,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
278,2011 Rolls-Royce Phantom Drophead Coupe,Rear-wheel drive,Rolls-Royce 6.7L 12 Cylinder 453 hp 531 ft-lbs,6 Speed Automatic,Rolls-Royce
279,2011 Volkswagen Jetta SEL PZEV,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
280,2011 Volkswagen Jetta SE PZEV AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
281,2011 Volkswagen Jetta AT,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,6 Speed Automatic,Volkswagen
282,2011 Volkswagen Jetta S AT,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,6 Speed Automatic,Volkswagen
283,2011 Volkswagen Jetta SE AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
284,2011 Volkswagen Jetta SEL PZEV AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
285,2011 Volkswagen Jetta,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,5 Speed Manual,Volkswagen
286,2011 Volkswagen Jetta SEL AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
287,2011 Volkswagen Jetta SE,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
288,2011 Volkswagen Jetta SEL,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
289,2011 Volkswagen Jetta SE PZEV,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
290,2011 Volkswagen Jetta S,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 115 hp 125 ft-lbs,5 Speed Manual,Volkswagen
291,2010 Toyota Corolla,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,5 Speed Manual,Toyota
292,2010 Toyota Corolla AT,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic,Toyota
293,2010 Toyota Corolla S,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,5 Speed Manual,Toyota
294,2010 Toyota Corolla S AT,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic,Toyota
295,2010 Toyota Corolla LE,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic,Toyota
296,2010 Toyota Corolla XLE,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic,Toyota
297,2010 Toyota Corolla XRS,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,5 Speed Manual,Toyota
298,2010 Toyota Corolla XRS AT,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,5 Speed Automatic Select Shift,Toyota
299,2011 Toyota FJ Cruiser,Rear-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,Toyota
300,2011 Toyota FJ Cruiser 4WD,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,6 Speed Manual,Toyota
301,2011 Toyota FJ Cruiser 4WD AT,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,Toyota
302,2012 Audi A6 Sedan 3.0 T,All-wheel drive,Audi 3.0L 6 Cylinder 310 hp 325 ft-lbs,8 Speed Automatic Select Shift,Audi
303,2011 Audi A6 Sedan 3.0 T,All-wheel drive,Audi 3.0L 6 Cylinder 300 hp 310 ft-lbs,6 Speed Automatic Select Shift,Audi
304,2010 Volkswagen Jetta SE AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
305,2010 Volkswagen Jetta S AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
306,2010 Volkswagen Jetta SE PZEV AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
307,2010 Volkswagen Jetta Limited Edition,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
308,2010 Volkswagen Jetta S,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
309,2010 Volkswagen Jetta Limited Edition AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
310,2010 Volkswagen Jetta S PZEV AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
311,2010 Volkswagen Jetta S PZEV,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
312,2010 Volkswagen Jetta Limited Edition PZEV AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
313,2010 Volkswagen Jetta Sedan SE PZEV,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
314,2010 Volkswagen Jetta SE,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,5 Speed Manual,Volkswagen
315,2010 Volkswagen Jetta Wolfsburg Edition,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Manual,Volkswagen
316,2010 Volkswagen Jetta Wolfsburg Edition PZEV,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 200 hp 207 ft-lbs Turbo,6 Speed Manual,Volkswagen
317,2010 Volkswagen Jetta TDI Clean Diesel,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,6 Speed Manual,Volkswagen
318,2010 Volkswagen Jetta SEL PZEV AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
319,2010 Volkswagen Jetta SEL AT,Front-wheel drive,Volkswagen 2.5L 5 Cylinder 170 hp 177 ft-lbs,6 Speed Automatic,Volkswagen
320,2010 Volkswagen Jetta TDI Cup Edition,Front-wheel drive,Volkswagen 2.0L 4 Cylinder 140 hp 236 ft-lbs Turbo Diesel,6 Speed Manual,Volkswagen
321,2010 Toyota FJ Cruiser,Rear-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,Toyota
322,2010 Toyota FJ Cruiser 4WD,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,6 Speed Manual,Toyota
323,2010 Toyota FJ Cruiser 4WD AT,Four-wheel drive,Toyota 4.0L 6 Cylinder 260 hp 271 ft-lbs,5 Speed Automatic,Toyota
324,2011 Toyota Highlander,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,6 Speed Automatic Select Shift,Toyota
325,2011 Toyota Highlander V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,6 Speed Automatic Select Shift,Toyota
326,2011 Toyota Highlander V6 4WD,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
327,2011 Toyota Highlander SE,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,6 Speed Automatic Select Shift,Toyota
328,2011 Toyota Highlander SE V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
329,2011 Toyota Highlander SE V6 4WD,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
330,2011 Toyota Highlander Limited,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
331,2011 Toyota Highlander Limited 4WD,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
332,2010 Toyota Highlander,Front-wheel drive,Toyota 2.7L 4 Cylinder 187 hp 186 ft-lbs,6 Speed Automatic,Toyota
333,2010 Toyota Highlander V6,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
334,2010 Toyota Highlander V6 4WD,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
335,2010 Toyota Highlander Sport,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
336,2010 Toyota Highlander Sport 4WD,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
337,2010 Toyota Highlander SE,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
338,2010 Toyota Highlander SE 4WD,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
339,2010 Toyota Highlander Limited,Front-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
340,2010 Toyota Highlander Limited 4WD,Four-wheel drive,Toyota 3.5L 6 Cylinder 270 hp 248 ft-lbs.,5 Speed Automatic Select Shift,Toyota
341,2011 Honda Accord Crosstour EX Hatchback,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
342,2011 Honda Accord Crosstour EX-L Hatchback,Front-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
343,2011 Honda Accord Crosstour EX-L Hatchback 4WD,Four-wheel drive,Honda 3.5L 6 Cylinder 271 hp 254 ft-lbs,5 Speed Automatic,Honda
344,2011 Toyota Land Cruiser,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
345,2010 Toyota Land Cruiser,Four-wheel drive,Toyota 5.7L 8 Cylinder 381 hp 401 ft-lbs,6 Speed Automatic Select Shift,Toyota
346,2011 Toyota Matrix,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,5 Speed Manual,Toyota
347,2011 Toyota Matrix AT,Front-wheel drive,Toyota 1.8L 4 Cylinder 132 hp 128 ft-lbs.,4 Speed Automatic,Toyota
348,2011 Toyota Matrix S,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,5 Speed Manual,Toyota
349,2011 Toyota Matrix S AT,Front-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,5 Speed Automatic Select Shift,Toyota
350,2011 Toyota Matrix S AT AWD,All-wheel drive,Toyota 2.4L 4 Cylinder 158 hp 162 ft-lbs.,4 Speed Automatic,Toyota
351,2010 Maybach 57 Zeppelin,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
352,2010 Maybach 57,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
353,2010 Maybach 57 S,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
355,2011 Maybach 57 S,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
356,2010 Maybach 62,Rear-wheel drive,Maybach 5.5L 12 Cylinder 543 hp 664 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
357,2010 Maybach 62 S,Rear-wheel drive,Maybach 6.0L 12 Cylinder 604 hp 738 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
358,2010 Maybach 62 Zeppelin,Rear-wheel drive,Maybach 6.0L 12 Cylinder 631 hp 738 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
359,2011 Maybach 62 S,Rear-wheel drive,Maybach 6.0L 12 Cylinder 620 hp 738 ft-lbs Turbo,5 Speed Automatic Select Shift,Maybach
